id,edad,experiencia_laboral_anios,ingresos_mensuales,integrantes_familia,tdc_monto_promedio_mensual,escolaridad,hipoteca_monto_total,posee_prestamo,uso_portal,uso_tdc
3764,62,36,81000,3,4400,Superior,0,0,0,1
3765,63,37,10688,2,13209,Superior,0,0,0,0
3766,26,0,54000,3,300,Medio Superior,0,0,1,0
3767,59,35,79469,4,3800,Elemental,3040000,1,1,0
3768,40,16,83000,4,2670,Superior,0,0,1,1
3769,42,16,62000,1,700,Medio Superior,1700000,0,1,1
3770,29,4,134000,2,3300,Superior,2040000,0,0,0
3771,40,16,75000,3,2330,Superior,790000,0,0,0
3772,31,7,73364,2,2000,Elemental,3410000,0,0,1
3773,35,10,152000,2,3000,Superior,0,0,1,0
3774,62,36,83000,4,2400,Medio Superior,0,0,0,0
3775,51,26,52000,4,1800,Medio Superior,0,0,1,0
3776,32,6,31000,2,2000,Medio Superior,0,0,1,1
3777,27,3,135000,3,2700,Medio Superior,4490000,1,0,1
3778,62,37,98000,1,900,Superior,1510000,0,1,0
3779,66,41,11927,4,11836,Elemental,0,0,0,0
3780,53,27,64000,4,2600,Superior,0,0,1,1
3781,49,25,109000,2,6800,Superior,0,0,0,0
3782,65,40,118000,1,1300,Superior,3330000,0,1,1
3783,30,5,52512,4,2200,Elemental,0,0,1,0
3784,60,34,51000,3,1400,Medio Superior,0,0,0,0
3785,30,6,93227,4,3800,Elemental,0,1,1,0
3786,54,28,83000,1,2400,Superior,0,0,1,0
3787,54,28,90000,1,300,Superior,0,0,1,0
3788,37,12,28000,4,1700,Superior,0,0,1,0
3789,32,7,82000,2,2500,Superior,2210000,0,1,1
3790,51,27,24000,3,400,Superior,0,0,1,1
3791,46,22,71000,2,1700,Superior,0,0,1,1
3792,41,17,80000,1,300,Superior,0,0,0,0
3793,62,36,109000,4,1700,Medio Superior,0,0,1,0
3794,54,28,140000,1,2900,Superior,0,0,1,0
3795,52,27,31057,4,200,Elemental,0,0,1,0
3796,51,25,28893,1,1200,Elemental,980000,0,1,0
3797,24,-2,37827,3,2400,Elemental,0,0,0,0
3798,61,35,31000,2,300,Superior,0,0,1,0
3799,55,25,35000,3,1000,Medio Superior,1440000,0,1,1
3800,37,11,44000,4,200,Superior,0,0,0,1
3801,64,38,35000,1,500,Medio Superior,0,0,1,0
3802,34,8,20000,2,300,Superior,1060000,0,1,1
3803,31,7,12162,4,11364,Elemental,0,0,1,0
3804,42,18,83000,4,2000,Medio Superior,0,0,1,0
3805,47,22,203000,2,8800,Superior,0,0,1,0
3806,29,5,84000,3,800,Superior,0,0,0,0
3807,34,8,41000,4,800,Superior,0,0,0,0
3808,36,11,164000,2,7800,Superior,0,0,1,1
3809,34,10,152000,2,6500,Superior,0,0,0,0
3810,26,2,62000,4,1600,Superior,0,0,0,0
3811,48,24,12604,4,16606,Superior,890000,0,0,0
3812,47,23,28000,4,600,Superior,0,0,1,0
3813,39,13,52000,1,2000,Superior,0,0,0,1
3814,62,37,7562,3,1300,Elemental,970000,0,1,0
3815,34,9,35000,3,1300,Superior,0,0,0,0
3816,43,19,28000,4,300,Superior,960000,0,1,0
3817,55,30,52458,3,2000,Elemental,0,0,1,1
3818,65,40,140000,1,900,Superior,0,0,0,0
3819,26,0,102000,4,2300,Medio Superior,0,0,0,0
3820,57,27,50000,4,2000,Medio Superior,0,0,1,0
3821,32,7,61000,3,2300,Superior,2050000,0,1,1
3822,35,9,150912,2,3700,Elemental,2590000,1,1,0
3823,63,33,178000,4,9000,Medio Superior,0,1,0,0
3824,49,25,30436,4,900,Elemental,1940000,0,1,0
3825,23,-1,16102,4,15418,Superior,0,0,0,1
3826,30,6,69000,4,3400,Superior,1880000,0,0,1
3827,43,19,132000,1,5000,Superior,0,0,0,0
3828,39,14,128000,2,3900,Superior,1960000,0,1,0
3829,31,6,44000,4,800,Superior,1220000,0,1,0
3830,65,39,44000,1,500,Medio Superior,0,0,1,1
3831,34,8,34000,2,2000,Medio Superior,0,0,1,0
3832,37,12,132000,2,3900,Superior,0,0,0,0
3833,62,38,158000,2,2100,Superior,0,0,0,1
3834,33,9,83000,1,100,Superior,0,0,1,0
3835,48,22,28000,1,1400,Medio Superior,750000,0,1,0
3836,33,9,131000,3,2200,Medio Superior,0,1,0,0
3837,45,19,24679,3,500,Elemental,0,0,1,1
3838,44,19,29979,4,0,Elemental,0,0,1,0
3839,37,11,71000,2,1800,Superior,1270000,0,0,0
3840,31,5,42000,2,2000,Medio Superior,0,0,1,0
3841,56,31,22925,3,100,Elemental,1140000,0,0,0
3842,30,4,81000,2,200,Superior,0,0,1,0
3843,61,35,91000,2,2000,Superior,0,0,1,0
3844,32,7,109528,4,5200,Elemental,0,1,0,1
3845,51,27,75000,1,2700,Superior,0,0,0,0
3846,26,1,48952,4,600,Elemental,2300000,0,0,0
3847,31,5,43000,1,1500,Superior,0,0,0,0
3848,43,18,70294,4,1100,Elemental,0,0,0,0
3849,57,32,84000,4,1300,Medio Superior,0,0,0,1
3850,42,18,24071,1,2000,Elemental,0,0,0,0
3851,48,23,14785,4,12709,Superior,0,0,1,0
3852,46,21,99000,2,3800,Medio Superior,1940000,0,1,0
3853,33,7,12630,1,10919,Elemental,820000,0,1,1
3854,45,21,83000,4,2000,Medio Superior,0,0,1,0
3855,31,6,83000,4,1800,Medio Superior,0,0,1,0
3856,42,18,143000,1,1700,Superior,0,0,1,0
3857,56,30,81000,4,2600,Medio Superior,0,0,1,0
3858,63,39,24223,1,1900,Elemental,0,0,0,0
3859,42,18,134978,2,400,Elemental,2770000,1,0,1
3860,50,24,62000,1,1400,Medio Superior,0,0,0,0
3861,31,6,64000,2,100,Superior,0,0,1,1
3862,65,40,16144,1,1500,Elemental,0,0,0,0
3863,60,34,64000,3,2500,Superior,0,0,1,0
3864,34,10,6106,4,700,Elemental,0,0,1,0
3865,62,32,142000,2,2800,Medio Superior,0,1,0,1
3866,56,30,64000,3,2500,Superior,0,0,0,0
3867,51,25,40000,4,1800,Superior,0,0,0,1
3868,44,19,41966,3,2700,Elemental,0,0,0,0
3869,41,16,44000,1,300,Medio Superior,0,0,0,0
3870,43,16,53487,3,2670,Elemental,1610000,0,1,1
3871,25,0,25000,2,900,Medio Superior,0,0,0,0
3872,40,16,125000,2,1900,Superior,0,0,0,1
3873,53,29,63000,2,1000,Medio Superior,0,0,1,0
3874,54,30,54000,1,1600,Medio Superior,1850000,0,1,0
3875,36,12,92000,2,0,Superior,1840000,0,0,0
3876,26,2,119000,2,600,Superior,3810000,0,1,1
3877,35,11,32928,1,2400,Elemental,0,0,1,0
3878,29,4,41000,1,1000,Superior,0,0,0,0
3879,35,11,81000,2,0,Superior,0,0,1,1
3880,28,4,101000,3,2500,Superior,2700000,0,0,0
3881,48,24,16121,4,500,Elemental,0,0,0,0
3882,46,20,46114,1,1500,Elemental,0,0,0,0
3883,31,7,43000,1,2100,Medio Superior,1660000,0,0,1
3884,40,16,76847,2,1800,Elemental,980000,0,1,0
3885,27,1,112000,4,2300,Medio Superior,4020000,0,1,1
3886,32,2,69000,4,4000,Medio Superior,1020000,0,1,0
3887,67,43,45860,4,1700,Elemental,2150000,0,1,1
3888,24,-2,118000,2,7200,Superior,0,0,1,0
3889,45,18,44317,3,2670,Elemental,2510000,0,1,1
3890,26,0,15373,1,14095,Elemental,1210000,0,1,0
3891,42,17,139000,2,2900,Medio Superior,0,1,1,0
3892,65,40,32227,3,500,Elemental,0,0,1,0
3893,59,33,102000,2,1400,Superior,0,0,1,0
3894,30,5,26531,4,1700,Elemental,0,0,1,0
3895,32,6,44000,1,300,Superior,810000,0,1,1
3896,36,12,59000,3,2000,Superior,2160000,0,0,0
3897,48,24,224000,2,6670,Superior,0,0,1,1
3898,56,31,64000,2,2300,Medio Superior,0,0,0,0
3899,44,20,129000,2,3300,Superior,0,0,1,0
3900,60,34,43000,1,1400,Superior,0,0,1,1
3901,51,27,14393,3,13015,Superior,0,0,1,1
3902,34,10,42589,3,2600,Elemental,0,0,1,0
3903,45,21,39000,2,2100,Medio Superior,0,0,0,1
3904,47,23,65000,1,0,Superior,0,0,0,0
3905,29,5,18000,1,400,Medio Superior,940000,0,1,1
3906,52,28,55000,1,1600,Medio Superior,0,0,0,0
3907,61,35,60000,1,2500,Medio Superior,0,0,1,0
3908,40,14,42000,2,300,Superior,1870000,0,1,0
3909,24,0,33040,3,100,Elemental,0,0,0,0
3910,33,7,111000,2,1300,Superior,0,0,1,0
3911,33,8,62000,1,1000,Superior,0,0,1,0
3912,52,26,44000,2,800,Medio Superior,1480000,0,0,1
3913,40,14,69000,1,1500,Medio Superior,0,0,0,0
3914,45,20,62000,3,800,Medio Superior,1720000,0,1,0
3915,27,3,27800,1,1800,Elemental,0,0,0,0
3916,38,13,91000,1,2800,Superior,0,0,1,1
3917,50,26,11151,1,13026,Superior,960000,0,0,0
3918,41,15,89000,3,100,Superior,2920000,0,1,0
3919,60,34,44703,4,1700,Elemental,0,0,1,0
3920,64,34,179000,2,4500,Medio Superior,4000000,1,0,0
3921,34,8,82000,2,1500,Medio Superior,0,0,1,1
3922,30,6,48000,1,1200,Superior,0,0,1,0
3923,31,4,15532,4,15016,Elemental,0,0,1,0
3924,41,15,91000,1,2800,Medio Superior,3300000,0,1,0
3925,61,37,122000,2,6000,Superior,0,0,1,0
3926,42,18,22000,1,1400,Medio Superior,0,0,1,0
3927,48,23,43000,2,1300,Superior,0,0,1,0
3928,59,34,38000,4,1700,Superior,0,0,0,1
3929,57,33,61000,3,2670,Superior,0,0,1,0
3930,37,13,19010,4,400,Elemental,0,0,0,0
3931,53,27,145000,1,2900,Superior,3450000,0,0,0
3932,53,27,170000,1,1000,Superior,0,0,1,0
3933,26,2,42917,3,700,Elemental,0,0,1,0
3934,39,14,40000,1,2500,Medio Superior,0,0,1,0
3935,35,11,68000,2,0,Superior,1260000,0,0,1
3936,59,33,53000,3,2500,Superior,0,0,1,0
3937,43,18,63000,3,800,Medio Superior,0,0,0,0
3938,39,15,123000,2,2200,Superior,920000,0,0,1
3939,49,24,12177,2,14883,Superior,0,0,1,0
3940,47,23,15222,4,12636,Superior,1020000,0,0,1
3941,41,17,53000,2,2500,Superior,1020000,0,1,0
3942,57,33,46647,1,2700,Elemental,2940000,0,1,1
3943,42,17,51612,1,100,Elemental,1700000,0,1,0
3944,61,36,154810,1,9300,Elemental,0,1,0,0
3945,56,26,62000,3,1400,Medio Superior,0,0,1,0
3946,29,3,123000,3,5600,Medio Superior,4280000,1,1,0
3947,25,-1,28905,3,2400,Elemental,0,0,1,0
3948,32,8,119000,4,5000,Medio Superior,0,1,1,0
3949,37,12,93051,4,3100,Elemental,2530000,1,1,1
3950,31,5,13662,1,12132,Elemental,0,0,1,1
3951,38,14,62000,1,1500,Medio Superior,2550000,0,1,0
3952,40,14,69000,3,2100,Superior,1060000,0,1,0
3953,61,36,124000,2,3900,Superior,0,0,0,1
3954,50,26,52000,4,100,Medio Superior,0,0,0,0
3955,32,7,134000,2,3100,Superior,0,0,0,0
3956,62,36,46791,1,800,Elemental,0,0,0,0
3957,62,37,30090,3,500,Elemental,2000000,0,1,1
3958,40,15,45390,4,1100,Elemental,0,0,1,0
3959,59,34,10518,4,14652,Elemental,780000,0,0,0
3960,43,19,123000,3,1300,Superior,0,1,1,0
3961,62,37,48000,3,2200,Superior,0,0,0,0
3962,48,22,145000,1,300,Superior,1400000,0,1,0
3963,29,5,31000,1,1000,Medio Superior,0,0,0,0
3964,58,32,38000,3,2200,Medio Superior,0,0,1,0
3965,43,18,78000,4,1900,Medio Superior,0,0,0,0
3966,39,15,94000,2,1900,Superior,0,0,1,0
3967,33,7,84000,1,2900,Medio Superior,0,0,1,0
3968,40,15,22000,1,600,Medio Superior,0,0,1,0
3969,28,3,78000,4,200,Superior,0,0,1,1
3970,38,11,52267,3,2330,Elemental,0,0,1,0
3971,65,40,71000,3,2200,Superior,0,0,0,1
3972,35,11,24000,1,500,Medio Superior,0,0,1,1
3973,29,5,112000,2,4330,Superior,0,0,1,1
3974,61,35,38658,1,2800,Elemental,1670000,0,1,0
3975,46,21,41000,1,500,Medio Superior,0,0,0,0
3976,50,23,11614,1,14725,Elemental,0,0,1,0
3977,60,33,36992,4,2500,Elemental,1940000,0,1,0
3978,54,27,45680,3,1000,Elemental,1130000,0,1,1
3979,43,18,12893,2,14920,Elemental,0,0,1,0
3980,38,14,90000,2,0,Superior,2580000,0,1,1
3981,46,22,68313,4,1400,Elemental,0,0,1,0
3982,64,39,22000,3,500,Superior,0,0,1,1
3983,24,0,119000,1,1500,Superior,0,0,1,0
3984,39,13,93000,4,3600,Medio Superior,0,1,1,0
3985,34,8,18000,4,300,Superior,0,0,0,0
3986,65,40,32000,1,1100,Medio Superior,1200000,0,1,0
3987,38,14,182000,3,2600,Medio Superior,0,1,1,1
3988,62,36,19000,2,200,Medio Superior,0,0,1,1
3989,59,35,85000,1,3400,Medio Superior,0,1,0,1
3990,49,25,64009,4,1400,Elemental,0,0,1,0
3991,57,32,59000,2,3700,Superior,1340000,0,1,0
3992,64,38,84000,1,2000,Superior,0,0,0,0
3993,47,22,73533,2,3900,Elemental,0,1,0,0
3994,30,6,12942,3,13238,Medio Superior,0,0,1,0
3995,42,18,88000,4,800,Superior,0,0,1,1
3996,53,28,34000,2,600,Medio Superior,0,0,1,1
3997,50,24,15663,4,14526,Medio Superior,0,0,0,1
3998,62,38,48640,4,1700,Elemental,0,0,0,0
3999,34,10,41000,1,1330,Superior,0,0,0,1
4000,47,21,90000,2,800,Medio Superior,0,0,0,0
4001,62,37,93000,3,3000,Medio Superior,0,1,1,1
4002,61,35,50760,4,1900,Elemental,0,0,0,0
4003,59,34,60000,2,2800,Superior,0,0,1,0
4004,47,21,28014,3,600,Elemental,0,0,1,1
4005,65,39,11959,3,11114,Elemental,0,0,0,0
4006,56,32,32000,2,800,Superior,790000,0,1,0
4007,56,32,28000,1,1200,Medio Superior,0,0,1,0
4008,31,7,29125,2,1000,Elemental,0,0,0,1
4009,61,31,154000,3,7500,Medio Superior,3510000,1,1,1
4010,42,18,189000,2,7600,Superior,0,0,1,0
4011,44,19,40000,4,1900,Medio Superior,840000,0,0,0
4012,47,21,61649,2,1700,Elemental,0,0,1,0
4013,30,6,124000,2,600,Superior,0,0,1,0
4014,62,38,23000,2,300,Medio Superior,0,0,0,0
4015,56,32,23000,4,700,Superior,0,0,1,1
4016,25,-1,139000,2,2000,Superior,0,0,0,1
4017,53,28,173000,4,2700,Superior,4270000,1,1,0
4018,26,0,42000,4,1300,Medio Superior,1530000,0,1,0
4019,59,35,161000,1,2900,Superior,1600000,0,0,1
4020,62,36,15036,3,700,Elemental,0,0,1,0
4021,58,32,191000,4,5200,Medio Superior,1940000,1,0,1
4022,40,14,42000,2,300,Superior,1060000,0,0,1
4023,35,5,81000,4,4000,Medio Superior,0,0,1,0
4024,51,25,175000,3,700,Superior,3120000,1,0,0
4025,41,15,82000,3,100,Superior,0,0,1,0
4026,51,27,53000,1,1800,Medio Superior,0,0,0,1
4027,27,1,142000,3,5500,Superior,0,1,0,0
4028,46,21,42000,4,1900,Medio Superior,0,0,1,0
4029,46,20,64000,4,2900,Superior,1890000,0,0,0
4030,31,5,90000,2,1300,Superior,0,0,1,0
4031,58,32,30376,1,800,Elemental,0,0,0,0
4032,42,18,29000,1,300,Medio Superior,0,0,1,0
4033,59,35,93000,2,1600,Superior,0,0,0,1
4034,54,24,69000,3,1400,Medio Superior,1320000,0,1,0
4035,35,11,46441,2,1700,Elemental,0,0,1,1
4036,34,9,180000,2,6500,Medio Superior,0,1,1,0
4037,46,21,15847,2,12545,Medio Superior,0,0,1,0
4038,52,28,72000,1,0,Superior,1780000,0,0,0
4039,55,30,54000,3,1700,Superior,0,0,1,0
4040,34,9,104000,1,4600,Superior,0,0,1,1
4041,57,32,37229,2,1900,Elemental,1570000,0,0,0
4042,45,19,40000,1,200,Superior,0,0,1,1
4043,29,3,190000,2,4500,Superior,2460000,0,1,1
4044,49,23,64000,4,2600,Superior,0,0,1,1
4045,36,11,13062,2,15970,Elemental,990000,0,0,0
4046,57,31,29518,4,700,Elemental,0,0,1,0
4047,25,0,72000,3,2600,Medio Superior,0,0,1,0
4048,43,17,82000,1,5200,Superior,790000,0,1,0
4049,27,2,48000,2,1600,Medio Superior,1190000,0,1,0
4050,54,28,82000,4,2600,Medio Superior,2940000,0,0,0
4051,53,26,6899,2,1000,Elemental,830000,0,0,0
4052,55,29,162000,1,2900,Superior,0,0,1,1
4053,43,19,54000,2,1700,Superior,0,0,1,0
4054,35,11,90000,2,0,Superior,0,0,0,0
4055,59,34,64000,4,1700,Superior,0,0,0,0
4056,42,18,65000,3,2100,Medio Superior,0,0,1,1
4057,51,25,113000,2,6300,Superior,0,0,0,0
4058,57,32,38000,2,2100,Medio Superior,0,0,0,0
4059,39,15,65000,1,1500,Medio Superior,0,0,0,0
4060,53,27,39000,4,1500,Medio Superior,0,0,1,0
4061,31,6,174000,2,6700,Superior,0,0,1,1
4062,33,3,59000,2,1750,Medio Superior,0,0,1,0
4063,38,14,43000,2,1700,Superior,0,0,1,0
4064,47,21,24000,2,100,Medio Superior,0,0,0,1
4065,63,39,41060,1,0,Elemental,1660000,0,0,0
4066,44,19,68000,1,3700,Medio Superior,0,0,1,0
4067,61,37,61000,3,2000,Medio Superior,0,0,1,0
4068,52,28,13666,4,16349,Elemental,0,0,1,0
4069,59,34,15732,2,500,Elemental,0,0,1,0
4070,56,32,31000,4,1300,Superior,0,0,0,0
4071,58,33,70000,4,700,Superior,0,0,0,0
4072,30,6,16184,3,1000,Elemental,1350000,0,0,1
4073,42,17,78000,1,1000,Medio Superior,0,0,1,0
4074,51,27,19000,1,200,Superior,0,0,0,0
4075,60,35,23000,1,300,Medio Superior,0,0,1,0
4076,30,4,40000,4,800,Superior,0,0,1,0
4077,49,23,22000,1,300,Medio Superior,0,0,0,0
4078,26,0,38748,4,1800,Elemental,0,0,1,0
4079,36,12,38417,1,3600,Elemental,0,0,0,0
4080,65,40,75000,3,2200,Superior,0,0,1,0
4081,27,0,32681,1,2000,Elemental,1100000,0,0,1
4082,60,35,155000,1,1500,Medio Superior,0,1,0,1
4083,32,6,58633,4,2200,Elemental,0,0,0,0
4084,46,20,99000,3,1100,Superior,0,0,0,0
4085,60,36,36039,1,0,Elemental,0,0,0,0
4086,28,2,45057,3,2400,Elemental,0,0,1,0
4087,50,26,12517,4,12906,Superior,0,0,0,0
4088,52,28,179000,4,4200,Medio Superior,0,1,0,0
4089,29,-1,71000,2,1750,Medio Superior,0,0,0,0
4090,30,4,85000,4,2100,Medio Superior,0,0,1,0
4091,42,18,49000,3,2100,Medio Superior,0,0,1,0
4092,32,6,122000,2,1300,Superior,0,0,1,1
4093,40,15,171000,2,3300,Superior,0,0,1,0
4094,49,24,113770,2,2200,Elemental,0,1,1,0
4095,53,23,13131,4,13753,Medio Superior,0,0,1,0
4096,42,17,59000,4,400,Superior,0,0,1,0
4097,38,14,49000,3,2800,Superior,0,0,0,0
4098,60,34,92000,2,2000,Superior,0,0,0,0
4099,27,3,75000,4,0,Superior,0,0,0,0
4100,61,35,45502,1,2800,Elemental,0,0,1,1
4101,27,2,28163,2,1700,Elemental,0,0,1,0
4102,45,21,30898,3,600,Elemental,0,0,1,1
4103,41,16,81000,2,400,Superior,1460000,0,1,1
4104,44,20,52000,1,800,Medio Superior,1960000,0,0,1
4105,38,14,25000,4,1000,Superior,0,0,0,0
4106,39,15,139000,1,3400,Superior,3530000,0,1,0
4107,48,22,47154,1,1200,Elemental,0,0,0,0
4108,47,22,81000,1,2900,Superior,0,0,0,1
4109,64,39,73000,3,2200,Superior,0,0,0,1
4110,27,0,30000,4,1000,Medio Superior,0,0,1,1
4111,66,41,59000,3,2400,Superior,0,0,0,0
4112,43,17,21000,3,1500,Superior,0,0,0,0
4113,34,9,31749,3,700,Elemental,1040000,0,1,0
4114,28,2,29436,3,1100,Elemental,1610000,0,1,0
4115,52,28,52000,4,100,Medio Superior,1210000,0,0,0
4116,45,20,57511,4,1100,Elemental,1800000,0,1,0
4117,24,-2,135000,2,7200,Superior,0,0,1,0
4118,39,14,18000,4,200,Medio Superior,0,0,0,0
4119,40,16,34000,1,700,Superior,0,0,1,1
4120,30,5,85000,4,1800,Medio Superior,0,0,1,0
4121,49,23,23000,1,1400,Medio Superior,0,0,0,0
4122,53,27,45336,4,2800,Elemental,0,0,0,1
4123,56,30,195000,1,2900,Superior,0,0,0,0
4124,50,24,40000,4,2600,Superior,890000,0,1,0
4125,53,29,141000,2,200,Medio Superior,0,1,0,0
4126,60,34,56455,2,700,Elemental,3220000,0,1,1
4127,58,33,15032,3,12277,Elemental,1310000,0,0,0
4128,43,19,55623,2,1800,Elemental,0,0,1,1
4129,46,21,53000,4,1900,Medio Superior,0,0,0,0
4130,29,3,14317,4,13432,Superior,870000,0,1,1
4131,56,30,38129,1,1900,Elemental,1250000,0,1,0
4132,48,23,14124,4,11025,Elemental,1220000,0,0,0
4133,61,36,133000,1,2600,Superior,0,0,1,0
4134,41,17,129000,1,3400,Superior,0,0,0,1
4135,35,11,61186,4,100,Elemental,1310000,0,0,0
4136,48,23,168000,2,2800,Superior,3080000,0,1,0
4137,43,19,83000,4,2000,Medio Superior,0,0,1,0
4138,37,12,38003,2,1100,Elemental,0,0,1,0
4139,47,22,114000,1,600,Superior,0,0,1,1
4140,29,3,81000,1,2900,Medio Superior,0,0,0,0
4141,63,38,17159,1,1500,Elemental,0,0,0,0
4142,43,19,63000,3,2100,Medio Superior,0,0,0,0
4143,57,32,70000,3,1600,Medio Superior,0,0,0,0
4144,55,31,20000,2,300,Superior,0,0,1,0
4145,47,23,138000,2,3300,Superior,0,0,1,1
4146,58,34,39039,4,1600,Elemental,0,0,0,0
4147,53,28,85000,1,1300,Medio Superior,1180000,0,1,0
4148,59,35,149315,2,6500,Elemental,0,1,1,1
4149,46,22,80000,4,2000,Medio Superior,0,0,1,0
4150,41,15,53000,1,700,Medio Superior,0,0,1,0
4151,46,20,40011,2,1700,Elemental,750000,0,1,0
4152,44,18,123000,3,5900,Superior,0,1,1,1
4153,44,18,91000,2,800,Medio Superior,0,0,1,0
4154,50,26,148000,2,6800,Superior,0,0,1,0
4155,51,25,163000,2,1300,Medio Superior,0,1,1,0
4156,55,30,28000,4,100,Medio Superior,1490000,0,1,1
4157,37,12,193000,1,8600,Superior,0,0,0,0
4158,34,10,22000,3,900,Medio Superior,0,0,1,0
4159,59,34,74000,4,700,Superior,0,0,1,1
4160,45,20,70000,4,1900,Medio Superior,0,0,1,1
4161,30,4,15766,1,15056,Elemental,0,0,1,1
4162,32,8,38869,3,2600,Elemental,0,0,0,0
4163,61,37,41000,1,800,Superior,0,0,1,1
4164,54,28,74672,4,1900,Elemental,0,1,1,0
4165,35,10,23000,4,1100,Medio Superior,0,0,0,1
4166,63,38,135000,2,3800,Medio Superior,1830000,1,0,0
4167,66,40,30000,2,700,Medio Superior,860000,0,0,0
4168,48,24,109828,4,3500,Elemental,0,1,0,0
4169,60,34,139000,4,400,Superior,0,1,1,0
4170,41,17,143000,2,2700,Medio Superior,2090000,1,1,0
4171,31,7,44000,1,1200,Superior,0,0,1,1
4172,58,31,38013,4,2500,Elemental,0,0,1,0
4173,67,42,38486,4,100,Elemental,1820000,0,1,0
4174,35,9,43000,2,300,Superior,0,0,1,0
4175,40,14,59000,3,500,Medio Superior,0,0,1,0
4176,42,17,154000,3,4900,Superior,0,1,1,1
4177,44,18,75000,1,700,Medio Superior,0,0,0,1
4178,47,23,54126,1,2600,Elemental,0,0,0,1
4179,59,35,88000,2,1600,Superior,2780000,0,0,0
4180,29,3,91000,1,3400,Medio Superior,0,1,0,0
4181,36,6,13232,1,12310,Medio Superior,0,0,1,1
4182,47,22,22000,1,400,Medio Superior,0,0,1,0
4183,55,29,49000,2,800,Medio Superior,2200000,0,0,1
4184,41,17,140000,1,3500,Superior,3420000,0,0,0
4185,51,25,71199,2,2400,Elemental,0,0,0,0
4186,26,2,82000,2,2500,Superior,1990000,0,0,0
4187,33,9,12154,4,16876,Superior,810000,0,0,1
4188,30,5,71759,4,2200,Elemental,1030000,0,0,1
4189,30,4,45000,4,1300,Medio Superior,0,0,0,0
4190,45,19,66680,2,1700,Elemental,0,0,0,0
4191,40,16,67858,3,3900,Elemental,2160000,1,1,0
4192,42,15,26717,3,1000,Elemental,1320000,0,0,0
4193,50,26,21000,1,200,Superior,890000,0,1,0
4194,62,37,31000,3,200,Superior,0,0,1,0
4195,63,37,31000,1,500,Medio Superior,0,0,1,0
4196,43,19,40833,4,2200,Elemental,0,0,0,0
4197,49,25,11350,1,16333,Medio Superior,0,0,1,0
4198,51,25,21000,2,400,Medio Superior,760000,0,1,0
4199,61,36,50000,4,1700,Superior,1890000,0,1,0
4200,43,19,81000,4,200,Medio Superior,0,0,0,1
4201,43,19,74000,4,1900,Superior,0,0,0,1
4202,61,36,89000,3,500,Superior,0,0,1,0
4203,35,9,63403,3,900,Elemental,0,0,1,0
4204,59,33,58537,4,1900,Elemental,0,0,0,0
4205,40,16,61000,3,2100,Medio Superior,0,0,0,0
4206,61,36,139000,2,3900,Superior,0,0,0,0
4207,48,23,16459,1,1300,Elemental,0,0,0,0
4208,37,11,51000,3,2100,Superior,0,0,1,1
4209,56,32,58000,1,1800,Medio Superior,2410000,0,1,0
4210,35,9,21000,2,1400,Medio Superior,1250000,0,1,0
4211,35,8,28529,2,1670,Elemental,0,0,0,0
4212,40,16,74558,2,1800,Elemental,0,0,0,0
4213,50,23,14823,1,12741,Elemental,980000,0,1,0
4214,49,25,25210,3,1900,Elemental,0,0,0,0
4215,46,22,89000,1,2700,Superior,0,0,1,1
4216,64,40,21000,2,300,Medio Superior,0,0,0,0
4217,60,35,173000,3,3100,Medio Superior,0,1,1,0
4218,45,21,29000,1,300,Medio Superior,1050000,0,1,1
4219,52,27,32335,4,200,Elemental,0,0,0,1
4220,58,34,24236,3,400,Elemental,0,0,0,0
4221,54,30,39000,4,100,Medio Superior,0,0,1,0
4222,48,22,83000,2,400,Medio Superior,2480000,0,1,0
4223,51,25,43954,3,700,Elemental,2230000,0,0,0
4224,53,26,10783,1,14137,Elemental,0,0,0,1
4225,57,27,39000,3,1000,Medio Superior,0,0,0,1
4226,43,18,204000,2,8800,Superior,0,0,1,0
4227,37,13,45000,1,1800,Superior,0,0,0,0
4228,32,7,111000,1,3800,Superior,0,0,0,0
4229,34,10,62213,2,2000,Elemental,1480000,0,0,0
4230,54,24,83000,1,3000,Medio Superior,0,0,0,0
4231,62,36,115000,2,2800,Superior,2020000,0,1,1
4232,56,32,60000,1,1800,Medio Superior,2270000,0,1,0
4233,39,15,53000,1,1800,Superior,0,0,0,0
4234,32,7,134000,2,3300,Superior,0,0,1,0
4235,50,24,91000,1,800,Medio Superior,0,0,1,0
4236,27,1,91000,2,200,Superior,0,0,1,0
4237,37,12,128000,2,3900,Superior,0,0,1,1
4238,60,34,78000,3,4400,Superior,0,0,0,0
4239,43,19,161000,2,7600,Superior,4640000,0,1,0
4240,62,36,60000,3,2200,Medio Superior,0,0,1,0
4241,39,14,161000,1,4100,Superior,5090000,0,0,0
4242,34,9,29512,4,2000,Elemental,0,0,1,1
4243,46,21,39484,1,200,Elemental,0,0,1,0
4244,46,22,74000,3,700,Superior,0,0,1,0
4245,51,26,43646,3,2000,Elemental,930000,0,1,0
4246,44,20,145000,1,3500,Superior,0,0,0,1
4247,60,35,17108,1,1500,Elemental,0,0,0,0
4248,65,39,15485,1,12042,Elemental,0,0,1,0
4249,58,33,138000,2,3900,Superior,0,0,1,0
4250,37,12,63000,4,2100,Medio Superior,0,0,1,0
4251,52,28,54000,4,100,Medio Superior,0,0,0,1
